date,mean,std,q05,q25,q50,q75,q95
2010-05-01,0.33008206330597895,0.09230901677857212,0.18,0.26,0.32,0.4,0.48
2010-05-09,0.34806330597889806,0.10205807475681755,0.16,0.27,0.36,0.42,0.5
2010-05-17,0.3062039859320047,0.07674754603458277,0.17000000000000004,0.25,0.32,0.35000000000000003,0.42
2010-05-25,0.3149636576787808,0.07820497815929439,0.16,0.26,0.33,0.38,0.41000000000000003
2010-06-02,0.48708089097303636,0.10820756084191265,0.29,0.41000000000000003,0.5,0.58,0.63
2010-06-10,0.5221078546307151,0.10882851669557667,0.3400000000000001,0.45,0.54,0.6,0.68
2010-06-18,0.55610550996483,0.08890161127792594,0.38,0.5,0.58,0.63,0.6500000000000001
2010-06-26,0.4882914691943128,0.09890943424744439,0.3,0.42,0.51,0.5700000000000001,0.61
2010-07-04,0.5033575615474796,0.13455542682593488,0.23,0.42,0.52,0.6,0.71
2010-07-12,0.47929660600098367,0.1558096037951969,0.26,0.36,0.45,0.6,0.74
2010-07-20,0.3800898557578624,0.0859508813064442,0.26,0.34,0.37,0.42,0.54
2010-07-28,0.4779990191270231,0.1710146794791909,0.22999999999999998,0.34,0.47000000000000003,0.6,0.78
2010-08-05,0.48215943728018756,0.07075279617861396,0.36,0.45,0.48,0.51,0.6
2010-08-13,0.5329754020813624,0.17473142618473278,0.23,0.43,0.555,0.65,0.81
2010-08-21,0.4912215709261431,0.09079941385161656,0.39,0.43,0.46,0.55,0.6699999999999999
2010-08-29,0.2569213780918728,0.15942814381786677,0.04,0.14,0.23,0.34,0.6100000000000001
2010-09-06,0.5973247362250879,0.1029271191184245,0.46,0.53,0.59,0.66,0.77
2010-09-14,0.4694138335287222,0.06430352735611691,0.37,0.43,0.46,0.5,0.59
2010-09-22,0.6060187573270809,0.055663531347010825,0.53,0.5700000000000001,0.6,0.64,0.71
2010-09-30,0.7085205158264948,0.062322694725206615,0.59,0.67,0.72,0.75,0.79
2010-10-08,0.6542579132473623,0.07967853980743347,0.52,0.6,0.66,0.71,0.78
2010-10-16,0.6135404454865182,0.0861669625397708,0.46,0.55,0.63,0.68,0.73
2010-10-24,0.60926143024619,0.06227001955477304,0.5,0.58,0.61,0.64,0.71
2010-11-01,0.5356623681125441,0.07050937398303836,0.39,0.49,0.54,0.58,0.6500000000000001
2010-11-09,0.5155967174677609,0.07160381154270376,0.38,0.48,0.52,0.55,0.62
2010-11-17,0.46105509964830016,0.08147792521992474,0.31,0.41000000000000003,0.46,0.51,0.59
2010-11-25,0.4122672919109027,0.09345344495787779,0.26,0.35000000000000003,0.42,0.46,0.58
2010-12-03,0.35831184056271975,0.08564224677050195,0.23,0.29,0.36,0.42,0.51
2010-12-11,0.3292450175849942,0.07625429314552695,0.22,0.27,0.33,0.37,0.48
2010-12-19,0.2708089097303634,0.07203280036614272,0.18,0.23,0.25,0.3,0.43
2010-12-27,0.24943259085580308,0.055447083800347255,0.17000000000000004,0.22,0.24,0.26,0.39
2011-01-01,0.25398143851508115,0.06655123545700792,0.16,0.22,0.24,0.28,0.39
2011-01-09,0.1917772621809745,0.04396419702306113,0.14,0.16,0.18,0.22,0.28
2011-01-17,0.2228538283062645,0.058255174952770904,0.15,0.18,0.22,0.24,0.36
2011-01-25,0.21674941995359634,0.0484400731824258,0.15,0.18,0.22,0.24,0.32
2011-02-02,0.23538747099767984,0.05618395152665386,0.15,0.21,0.23,0.25,0.34
2011-02-10,0.19962180974477958,0.04145185211853157,0.14,0.17,0.19,0.22,0.3
2011-02-18,0.21794895591647329,0.04732586537732484,0.15,0.19,0.22,0.23,0.32
2011-02-26,0.20504176334106727,0.0380765576424948,0.15,0.18,0.21,0.23,0.26
2011-03-06,0.24095591647331785,0.045948780180002015,0.16,0.22,0.24,0.25,0.31
2011-03-14,0.18720649651972157,0.035011321397637775,0.14,0.16,0.19,0.2,0.26
2011-03-22,0.2969164733178654,0.06757984009032901,0.19,0.26,0.29,0.32,0.41000000000000003
2011-03-30,0.2734756380510441,0.06058825118319095,0.17,0.25,0.27,0.3,0.38
2011-04-07,0.316092807424594,0.0748207492546855,0.19,0.27,0.32,0.35000000000000003,0.47000000000000003
2011-04-15,0.2902969837587007,0.06832401965221259,0.18,0.25,0.29,0.33,0.43
2011-04-23,0.29064269141531324,0.06852018813520165,0.16,0.25,0.31,0.33,0.39
2011-05-01,0.33435730858468676,0.08522927961209763,0.16,0.28,0.35000000000000003,0.4,0.44
2011-05-09,0.36538051044083525,0.10239626176253362,0.16450000000000017,0.29,0.4,0.44,0.49
2011-05-17,0.35687935034802787,0.09634302508798774,0.16,0.28,0.4,0.42,0.47000000000000003
2011-05-25,0.4600487238979118,0.13625934887186308,0.18,0.35000000000000003,0.51,0.56,0.61
2011-06-02,0.44084222737819023,0.11742148753209493,0.18,0.36,0.48,0.53,0.58
2011-06-10,0.43419025522041765,0.1170663484022677,0.19,0.36,0.45,0.51,0.59
2011-06-18,0.502139211136891,0.1461141502025074,0.21,0.39,0.54,0.61,0.68
2011-06-26,0.5442412993039444,0.12877656421718695,0.25,0.47000000000000003,0.59,0.64,0.6900000000000001
2011-07-04,0.498937354988399,0.10000386661416395,0.32,0.43,0.5,0.58,0.64
2011-07-12,0.5870440835266821,0.13188631610909562,0.33,0.5,0.62,0.6900000000000001,0.74
2011-07-20,0.478926330467116,0.12739715372530272,0.26,0.38,0.48,0.58,0.67
2011-07-28,0.5169350348027842,0.09286670812459662,0.36,0.45,0.52,0.59,0.65
2011-08-05,0.5147308584686775,0.087022462625182,0.34,0.47000000000000003,0.53,0.58,0.64
2011-08-13,0.29396905841557747,0.1361282447398209,0.09,0.21,0.26,0.37,0.56
2011-08-21,0.4170054671968191,0.16261409504250077,0.15,0.28,0.42,0.54,0.67
2011-08-29,0.3778622401489296,0.1486296603434069,0.14,0.29,0.35000000000000003,0.47000000000000003,0.67
2011-09-06,0.5337201684604586,0.12906529212251006,0.29,0.46,0.54,0.6,0.73
2011-09-14,0.5071449523343926,0.13993298413771527,0.24,0.42,0.51,0.6,0.72
2011-09-22,0.7038654292343388,0.07462202039500136,0.5700000000000001,0.66,0.71,0.75,0.8200000000000001
2011-09-30,0.6679257540603248,0.0544908009463291,0.59,0.63,0.67,0.7000000000000001,0.76
2011-10-08,0.657584686774942,0.06874370941788537,0.54,0.61,0.66,0.7000000000000001,0.76
2011-10-16,0.6413178654292344,0.059856585222643074,0.53,0.6,0.64,0.68,0.74
2011-10-24,0.5970371229698376,0.06216784417416532,0.47000000000000003,0.5700000000000001,0.6,0.64,0.6900000000000001
2011-11-01,0.5394431554524362,0.08895821847433011,0.38,0.49,0.55,0.59,0.68
2011-11-09,0.4750533642691415,0.09012975658640372,0.31,0.42,0.47000000000000003,0.54,0.63
2011-11-17,0.4414222737819025,0.09289689599648199,0.28,0.38,0.45,0.5,0.6
2011-11-25,0.3914245939675174,0.08545477222386598,0.26,0.33,0.39,0.45,0.54
2011-12-03,0.37009512761020885,0.09674404841815369,0.23,0.29,0.37,0.43,0.54
2011-12-11,0.2893410672853829,0.06424093394573689,0.21,0.24,0.28,0.33,0.42
2011-12-19,0.2836194895591648,0.0727215966397665,0.17,0.24,0.28,0.33,0.43
2011-12-27,0.26999071925754065,0.06758443997250271,0.18,0.23,0.25,0.3,0.42
2012-01-01,0.2663037855631319,0.07880200988593276,0.16,0.22,0.25,0.3,0.43999999999999995
2012-01-09,0.25510228074300495,0.07301649496520436,0.16,0.22,0.24,0.28,0.41000000000000003
2012-01-17,0.23823183635081122,0.060041335807026704,0.15,0.21,0.23,0.25,0.36
2012-01-25,0.20947801551845754,0.04361417633891345,0.15,0.18,0.21,0.23,0.32
2012-02-02,0.197524100634846,0.045251936757626524,0.14,0.16,0.19,0.22,0.3
2012-02-10,0.17089583823183632,0.03388090945463253,0.14,0.15,0.16,0.18,0.24
2012-02-18,0.21036444862450035,0.0480641840661427,0.14,0.18,0.21,0.23,0.3
2012-02-26,0.2159746061603574,0.04812370721594796,0.14,0.19,0.22,0.23,0.31
2012-03-05,0.23206912767458265,0.05016687805714437,0.16,0.21,0.23,0.25,0.32
2012-03-13,0.21468140136374322,0.04476364582451299,0.14,0.19,0.22,0.24,0.29
2012-03-21,0.18476604749588524,0.03133255037823161,0.13,0.16,0.19,0.21,0.25
2012-03-29,0.17634140606630613,0.031439603845438036,0.13,0.15,0.18,0.2,0.20999999999999996
2012-04-06,0.22577239595579593,0.05079658811884599,0.14,0.19,0.23,0.27,0.3
2012-04-14,0.29835645426757584,0.07795139112398015,0.17,0.24,0.3,0.35000000000000003,0.43999999999999995
2012-04-22,0.3701904537973196,0.10931002826347505,0.18,0.28,0.38,0.45,0.54
2012-04-30,0.3826099224077122,0.08748252972787549,0.17,0.34,0.41000000000000003,0.44,0.49
2012-05-08,0.4276792852104397,0.11310382229061705,0.18,0.36,0.45,0.51,0.59
2012-05-16,0.5275193980719493,0.11031081672821769,0.28,0.46,0.55,0.61,0.67
2012-05-24,0.5620221020456148,0.11459249087964833,0.31,0.5,0.6,0.65,0.6900000000000001
2012-06-01,0.5073477545262168,0.07951457870970594,0.31,0.48,0.53,0.56,0.59
2012-06-09,0.5151446038090759,0.10263336831973309,0.33,0.45,0.54,0.59,0.64
2012-06-17,0.5107563619227145,0.11599574246938775,0.31,0.41000000000000003,0.53,0.6,0.67
2012-06-25,0.5401316717611098,0.11533788498624324,0.33,0.47000000000000003,0.54,0.62,0.71
2012-07-03,0.4136472184531886,0.14313715313975012,0.16,0.31,0.41000000000000003,0.51,0.6500000000000001
2012-07-11,0.6133364683752646,0.10275302309849273,0.41000000000000003,0.56,0.63,0.67,0.75
2012-07-19,0.6242502482621648,0.18198196855535703,0.23,0.54,0.67,0.76,0.8200000000000001
2012-07-27,0.5595933987084429,0.11701389984607947,0.38,0.48,0.56,0.64,0.75
2012-08-04,0.44497388709276303,0.13460537832197447,0.27,0.36,0.43,0.54,0.68
2012-08-12,0.5801652892561984,0.12778032756553634,0.35000000000000003,0.51,0.58,0.65,0.79
2012-08-20,0.36971983990851914,0.1709101234013049,0.14,0.23,0.32,0.53,0.65
2012-08-28,0.5201211652487755,0.16957755243045727,0.23,0.42,0.53,0.62,0.8300000000000001
2012-09-05,0.5823582230623818,0.13001514465172304,0.32,0.52,0.6,0.68,0.76
2012-09-13,0.5075074667390714,0.19270367149604206,0.17,0.37,0.52,0.66,0.8
2012-09-21,0.6094403950152832,0.07526373121142475,0.49,0.56,0.6,0.65,0.7439999999999963
2012-09-29,0.6339642605219845,0.0588245278821237,0.54,0.59,0.64,0.67,0.73
2012-10-07,0.6299153538678579,0.05604482756068314,0.53,0.59,0.64,0.67,0.7000000000000001
2012-10-15,0.6346367270162239,0.07054216119993488,0.51,0.59,0.64,0.68,0.75
2012-10-23,0.5747895603103691,0.07313563578610759,0.43,0.54,0.59,0.61,0.6939999999999964
2012-10-31,0.5701998589231131,0.08615043535771787,0.39,0.53,0.58,0.61,0.71
2012-11-08,0.5063743240065837,0.09247529023000069,0.32,0.46,0.52,0.56,0.65
2012-11-16,0.4575288031977428,0.0875165198494394,0.29,0.39,0.46,0.52,0.6
2012-11-24,0.3683870209264049,0.07319315822786754,0.24,0.33,0.37,0.42,0.48
2012-12-02,0.375440865271573,0.08660742508499622,0.25,0.32,0.37,0.43,0.54
2012-12-10,0.31701622384199396,0.0739691852525792,0.21,0.26,0.32,0.37,0.43999999999999995
2012-12-18,0.26940042323066066,0.07468276206239513,0.17,0.23,0.26,0.3,0.43999999999999995
2012-12-26,0.2574982365389137,0.06940102005017781,0.16,0.22,0.25,0.28,0.41999999999999993
2013-01-01,0.2595261621378846,0.07671111197653284,0.16,0.22,0.25,0.28,0.41999999999999993
2013-01-09,0.2367482596002695,0.06761988513530014,0.15,0.2,0.23,0.26,0.38
2013-01-17,0.22633505501908824,0.0517017568278521,0.15,0.19,0.23,0.25,0.32
2013-01-25,0.201163260723108,0.046320179387784904,0.14,0.16,0.2,0.22,0.3
2013-02-02,0.18835391870649001,0.041748324211527604,0.14,0.16,0.19,0.21,0.27
2013-02-10,0.21424208398832248,0.05283468498485671,0.14,0.18,0.22,0.24,0.33
2013-02-18,0.19653042892432068,0.04157708196938397,0.14,0.17,0.19,0.22,0.27
2013-02-26,0.2220278463956883,0.049039250509273956,0.13,0.19,0.23,0.25,0.31
2013-03-06,0.24547046934650796,0.05540034432267527,0.16,0.21,0.24,0.27,0.35399999999999643
2013-03-14,0.23447563440377273,0.049482615307609265,0.15,0.21,0.24,0.26,0.32
2013-03-22,0.30652818324724906,0.07940510582811898,0.18,0.25,0.3,0.37,0.43999999999999995
2013-03-30,0.3099618234897822,0.07890716275855045,0.17,0.25,0.31,0.37,0.43999999999999995
2013-04-07,0.319721536043117,0.08217984405877571,0.18,0.26,0.31,0.39,0.45
2013-04-15,0.3818032786885246,0.10538948505366533,0.2,0.31,0.38,0.46,0.54
2013-04-23,0.44015944307208626,0.10818219819848206,0.24,0.37,0.45,0.52,0.6
2013-05-01,0.4069458791825736,0.08646832717798542,0.24,0.36,0.42,0.47000000000000003,0.54
2013-05-09,0.5124163485290815,0.09998338070952711,0.31,0.45,0.54,0.59,0.64
2013-05-17,0.4893060857848642,0.09073044378977005,0.33,0.43,0.51,0.56,0.61
2013-05-25,0.4792903660453626,0.07601333926914128,0.33,0.45,0.49,0.53,0.59
2013-06-02,0.5241994161239614,0.08720099329244131,0.35000000000000003,0.48,0.56,0.6,0.62
2013-06-10,0.5097282730743319,0.07541958567296068,0.37,0.48,0.53,0.56,0.61
2013-06-18,0.49547271502357965,0.10427180569133898,0.35000000000000003,0.44,0.47000000000000003,0.55,0.6900000000000001
2013-06-26,0.5968066472041321,0.1367756038318156,0.34,0.5,0.64,0.7000000000000001,0.77
2013-07-04,0.44510351035103507,0.1436510019029225,0.23,0.35000000000000003,0.43,0.54,0.67
2013-07-12,0.4834544573643412,0.15348624682566198,0.19,0.38,0.49,0.6,0.71
2013-07-20,0.4065332678615271,0.14129738872480277,0.18,0.3,0.4,0.51,0.64
2013-07-28,0.6100745931283905,0.14440802915464265,0.37,0.51,0.64,0.72,0.8084999999999946
2013-08-05,0.5940022598870056,0.15847181215954528,0.35,0.48,0.58,0.73,0.84
2013-08-13,0.4996107110711071,0.11053509745805373,0.3,0.43,0.5,0.5700000000000001,0.71
2013-08-21,0.41384928229665074,0.16925531028388302,0.14,0.3,0.42,0.51,0.69
2013-08-29,0.46146236559139786,0.17695773028850809,0.17000000000000004,0.34,0.44,0.61,0.74
2013-09-06,0.5559941449133935,0.18711118023540077,0.22,0.42,0.55,0.73,0.81
2013-09-14,0.6700785986975073,0.07871023032087397,0.52,0.62,0.6900000000000001,0.73,0.77
2013-09-22,0.6001684257803728,0.11307193483768323,0.38,0.53,0.6,0.68,0.77
2013-09-30,0.6505546822366943,0.08597772565860481,0.53,0.59,0.65,0.7000000000000001,0.79
2013-10-08,0.6542128901863913,0.06882244961565141,0.52,0.62,0.67,0.7000000000000001,0.75
2013-10-16,0.6016483269705817,0.077685040255252,0.47,0.55,0.61,0.65,0.73
2013-10-24,0.5279721536043117,0.0896293093963272,0.36,0.47000000000000003,0.53,0.59,0.68
2013-11-01,0.4982955311026274,0.09866383673531451,0.32,0.43,0.51,0.55,0.66
2013-11-09,0.43589265663597576,0.10427379432852552,0.27,0.36,0.44,0.51,0.61
2013-11-17,0.41500336851560743,0.10591566558736197,0.26,0.34,0.41000000000000003,0.48,0.6
2013-11-25,0.365544576689872,0.09196876563094183,0.23,0.29,0.37,0.42,0.53
2013-12-03,0.32986301369863014,0.07749881947241115,0.22,0.28,0.33,0.36,0.49
2013-12-11,0.26423534695710754,0.0738789581802461,0.16,0.22,0.25,0.3,0.43
2013-12-19,0.2753357287222098,0.0784057162507622,0.17,0.23,0.27,0.3,0.43999999999999995
2013-12-27,0.26882101953739057,0.07181036225840079,0.17,0.23,0.25,0.3,0.41000000000000003
2014-01-01,0.25451532349602723,0.06718684911261148,0.16,0.22,0.24,0.28,0.41000000000000003
2014-01-09,0.24843586833144152,0.0659269418724593,0.16,0.21,0.24,0.28,0.38
2014-01-17,0.23873779795686723,0.05188300414928854,0.16,0.22,0.24,0.25,0.34
2014-01-25,0.23427014755959139,0.056831148683663554,0.16,0.2,0.23,0.25,0.36
2014-02-02,0.20496254256526672,0.048859684244785845,0.14,0.17,0.2,0.23,0.31
2014-02-10,0.2028649262202043,0.043527867914170425,0.14,0.17,0.2,0.23,0.27
2014-02-18,0.20046992054483542,0.043894226553594665,0.14,0.16,0.2,0.22,0.29
2014-02-26,0.2415595913734393,0.06608422652928438,0.14,0.2,0.24,0.28,0.38
2014-03-06,0.25250397275822933,0.07074996529477252,0.15,0.21,0.24,0.29,0.4
2014-03-14,0.3121021566401816,0.10139876890707815,0.16,0.22,0.32,0.39,0.48
2014-03-22,0.2883654937570942,0.09832909550439825,0.14,0.2,0.3,0.37,0.44
2014-03-30,0.33075595913734396,0.10749778410837929,0.18,0.22,0.34,0.43,0.49
2014-04-07,0.35400227014755964,0.10881545674711166,0.15,0.26,0.37,0.45,0.48
2014-04-15,0.412622020431328,0.12255047436037084,0.19,0.31,0.45,0.51,0.5700000000000001
2014-04-23,0.3281135073779796,0.08605257116924464,0.15,0.27,0.36,0.39,0.44
2014-05-01,0.32704426787741203,0.1334429408836716,0.15,0.23,0.3,0.41000000000000003,0.6
2014-05-09,0.4259727582292849,0.0968710913455411,0.26,0.37,0.42,0.47000000000000003,0.61
2014-05-17,0.5217480136208854,0.10823351000968619,0.32,0.43,0.55,0.6,0.67
2014-05-25,0.45788876276958,0.10141850392519039,0.26,0.38,0.48,0.53,0.6
2014-06-02,0.39304426787741203,0.06665116870746725,0.26,0.34,0.41000000000000003,0.44,0.48
2014-06-10,0.5443745743473326,0.09211132034324014,0.36,0.48,0.5700000000000001,0.61,0.66
2014-06-18,0.5708944381384791,0.09972797952912348,0.37,0.49,0.6,0.64,0.69
2014-06-26,0.543400681044268,0.1087316806994696,0.35,0.47000000000000003,0.55,0.62,0.72
2014-07-04,0.5572009080590239,0.10897581940951176,0.35,0.5,0.58,0.64,0.69
2014-07-12,0.39813905461220744,0.14757517490116662,0.21,0.27,0.36,0.51,0.6599999999999999
2014-07-20,0.4796406500343328,0.13883019742557637,0.24,0.39,0.49,0.5700000000000001,0.7000000000000001
2014-07-28,0.3572528564331843,0.1664419871008581,0.12,0.22,0.35000000000000003,0.46,0.65
2014-08-05,0.31610797982794425,0.13827939667265637,0.12,0.2,0.3,0.42,0.54
2014-08-13,0.3844212027573093,0.17334498100857668,0.09,0.24,0.4,0.52,0.65
2014-08-21,0.46450202044212036,0.1827476498501391,0.18,0.33,0.45,0.6,0.77
2014-08-29,0.5662156640181613,0.10265224580342329,0.39,0.5,0.58,0.64,0.73
2014-09-06,0.5936171181424994,0.11573734952590899,0.4,0.52,0.59,0.66,0.8
2014-09-14,0.5583263985205732,0.13979385384598814,0.3,0.47000000000000003,0.5700000000000001,0.66,0.75
2014-09-22,0.6821929625425652,0.07262269508567629,0.54,0.64,0.6900000000000001,0.73,0.79
2014-09-30,0.5783813847900113,0.09386245796676375,0.45,0.52,0.5700000000000001,0.65,0.73
2014-10-08,0.683150964812713,0.0766466080252128,0.54,0.64,0.6900000000000001,0.73,0.8
2014-10-16,0.6243064699205447,0.08192519810942413,0.46,0.58,0.64,0.68,0.76
2014-10-24,0.5894460839954597,0.10350985569436413,0.4,0.53,0.61,0.66,0.75
2014-11-01,0.5187922814982975,0.11332611920220632,0.31,0.45,0.53,0.6,0.71
2014-11-09,0.47956413166855844,0.11171611818831481,0.28,0.4,0.49,0.54,0.68
2014-11-17,0.416483541430193,0.09462900863417079,0.26,0.35000000000000003,0.42,0.47000000000000003,0.59
2014-11-25,0.39923496027241767,0.10062249137163042,0.24,0.33,0.4,0.46,0.59
2014-12-03,0.3599341657207718,0.08999896696097633,0.24,0.29,0.36,0.41000000000000003,0.53
2014-12-11,0.322844494892168,0.098055855748335,0.17000000000000004,0.26,0.31,0.38,0.53
2014-12-19,0.2873916004540295,0.08089697135771264,0.16,0.24,0.28,0.33,0.46
2014-12-27,0.2876095346197503,0.0901416823987982,0.16,0.23,0.28,0.33,0.46
2015-01-01,0.2522278364722095,0.0675708681997275,0.16,0.21,0.25,0.28,0.39
2015-01-09,0.21138263665594856,0.05829627598791033,0.14,0.17,0.2,0.23,0.34
2015-01-17,0.22521359669269642,0.05577501592341903,0.15,0.18,0.22,0.25,0.34
2015-01-25,0.22267799724391363,0.05545935985337264,0.15,0.19,0.22,0.25,0.33
2015-02-02,0.21844970142397796,0.050702994334651835,0.15,0.18,0.22,0.24,0.32
2015-02-10,0.2040537436839688,0.047995538913756824,0.14,0.17,0.2,0.23,0.3
2015-02-18,0.21766881028938906,0.04977449935964945,0.14,0.19,0.22,0.24,0.32
2015-02-26,0.2016329811667432,0.04285378432994501,0.14,0.17,0.2,0.23,0.27
2015-03-06,0.2171612310519063,0.046038052244128054,0.15,0.19,0.22,0.24,0.31
2015-03-14,0.16300413412953604,0.028687832170624202,0.12,0.14,0.16,0.18,0.21
2015-03-22,0.2172416169039963,0.04805775650475504,0.13,0.19,0.22,0.25,0.3
2015-03-30,0.2272599908130455,0.05287467022237886,0.15650000000000006,0.19,0.22,0.25,0.32
2015-04-07,0.24851401010564997,0.0550660138459954,0.15,0.22,0.25,0.28,0.34
2015-04-15,0.2370142397795131,0.05074046366100871,0.15,0.2,0.24,0.27,0.33
2015-04-23,0.25529398254478647,0.052599128154158174,0.16,0.23,0.25,0.28,0.34
2015-05-01,0.22722324299494717,0.047950003168035694,0.13,0.2,0.23,0.26,0.31
2015-05-09,0.29294441892512635,0.07484212836113859,0.16,0.24,0.3,0.34,0.4134999999999946
2015-05-17,0.259887459807074,0.09641631525016056,0.12,0.18,0.25,0.33,0.43000000000000005
2015-05-25,0.29529627928341756,0.07278132783310139,0.15,0.24,0.31,0.35000000000000003,0.4
2015-06-02,0.31156637574644,0.07862962333572843,0.16,0.25,0.32,0.36,0.42
2015-06-10,0.42872071658245287,0.10861403389132185,0.24,0.35000000000000003,0.45,0.49,0.61
2015-06-18,0.49630454754248965,0.13030038453125808,0.28,0.38,0.5,0.6,0.7000000000000001
2015-06-26,0.5112195682131374,0.13624047217788537,0.3,0.41000000000000003,0.48,0.61,0.75
2015-07-04,0.5485438677078548,0.13928863839773326,0.29,0.45,0.56,0.65,0.74
2015-07-12,0.5232452916858061,0.10823047851114063,0.32,0.45,0.55,0.61,0.66
2015-07-20,0.4604019292604502,0.1312273749546239,0.27,0.37,0.42,0.55,0.7000000000000001
2015-07-28,0.5761751045053415,0.15998454405376122,0.35000000000000003,0.45,0.5700000000000001,0.6900000000000001,0.84
2015-08-05,0.35404927536231884,0.1425207146125706,0.15,0.26,0.34,0.42,0.61
2015-08-13,0.447875796178344,0.13364623370526296,0.24,0.35000000000000003,0.45,0.51,0.67
2015-08-21,0.2849604946753693,0.10657944986370001,0.14,0.23,0.25,0.31,0.51
2015-08-29,0.47240683598385946,0.21314971725546997,0.16,0.3,0.44,0.62,0.86
2015-09-06,0.57609043805935,0.1666517273447432,0.2525,0.48,0.6,0.68,0.8300000000000001
2015-09-14,0.6591139240506327,0.11066811288728726,0.44,0.6,0.6900000000000001,0.74,0.79
2015-09-22,0.6771267799724392,0.08764613889483662,0.54,0.6,0.675,0.75,0.81
2015-09-30,0.6767661920073497,0.09133052633068546,0.52,0.61,0.68,0.75,0.81
2015-10-08,0.6769935691318328,0.0751396583945577,0.54,0.63,0.6900000000000001,0.73,0.79
2015-10-16,0.5948507119889755,0.0712184025026412,0.4600000000000001,0.55,0.61,0.64,0.6900000000000001
2015-10-24,0.6025608635737254,0.09353658083760269,0.41999999999999993,0.54,0.63,0.67,0.73
2015-11-01,0.5435668350941663,0.10791261526591567,0.35000000000000003,0.47000000000000003,0.55,0.61,0.71
2015-11-09,0.45435920992191087,0.08679838755236695,0.29,0.39,0.47000000000000003,0.52,0.59
2015-11-17,0.41271015158474966,0.08161526790266108,0.28,0.35000000000000003,0.43,0.46,0.54
2015-11-25,0.37315801561782264,0.08326242513262093,0.25,0.3,0.38,0.42,0.54
2015-12-03,0.27945337620578775,0.06427986837289135,0.17,0.24,0.28,0.31,0.39
2015-12-11,0.2963321084060634,0.07152021369663873,0.19,0.25,0.28,0.34,0.43000000000000005
2015-12-19,0.2543867707854846,0.0614232002293259,0.16,0.22,0.25,0.29,0.38
2015-12-27,0.2672967386311438,0.07261137773006825,0.16,0.23,0.26,0.3,0.39
2016-01-01,0.24362250879249706,0.05978259212363844,0.16,0.2,0.25,0.28,0.36
2016-01-09,0.23244783118405624,0.053765686426512374,0.16,0.2,0.23,0.25,0.3379999999999973
2016-01-17,0.22162016412661198,0.05465849355904554,0.15,0.18,0.22,0.25,0.33
2016-01-25,0.18545369284876906,0.03962232932435156,0.14,0.16,0.18,0.2,0.27
2016-02-02,0.19207033997655334,0.04359146075644746,0.14,0.16,0.19,0.21,0.27
2016-02-10,0.18737631887456035,0.03606604924492666,0.14,0.16,0.18,0.21,0.25
2016-02-18,0.1732192262602579,0.036956614160846536,0.13,0.15,0.16,0.19,0.24799999999999728
2016-02-26,0.18569284876905043,0.03797011730532238,0.13,0.16,0.18,0.21,0.26
2016-03-05,0.17080890973036342,0.03113224547674713,0.13,0.15,0.17,0.18,0.22999999999999998
2016-03-13,0.22087456037514652,0.042585925523678056,0.16,0.2,0.22,0.25,0.29
2016-03-21,0.32887924970691673,0.08488740603335275,0.19,0.28,0.34,0.38,0.48
2016-03-29,0.3839953106682298,0.08678998638385411,0.20999999999999996,0.32,0.4,0.44,0.5
2016-04-06,0.4479390386869871,0.1031433109361414,0.25,0.37,0.47000000000000003,0.53,0.59
2016-04-14,0.4436928487690504,0.09584955194319382,0.28,0.37,0.46,0.52,0.5700000000000001
2016-04-22,0.460400937866354,0.11856311915193526,0.25,0.35000000000000003,0.48,0.55,0.6479999999999974
2016-04-30,0.39723094958968347,0.08493318181206205,0.24,0.34,0.42,0.47000000000000003,0.49
2016-05-08,0.48905509964830013,0.13591295405117715,0.24,0.38,0.52,0.61,0.66
2016-05-16,0.4597069167643611,0.09751896878149023,0.27,0.39,0.48,0.54,0.5700000000000001
2016-05-24,0.5888112543962486,0.13439794374350658,0.3400000000000001,0.48,0.61,0.7000000000000001,0.77
2016-06-01,0.5601781946072685,0.11421854842674382,0.35,0.48,0.59,0.64,0.72
2016-06-09,0.4048772926892275,0.1530064815389492,0.16,0.29,0.43,0.54,0.63
2016-06-17,0.5542203985932005,0.127010751615235,0.29,0.48,0.59,0.65,0.7000000000000001
2016-06-25,0.46271722752385736,0.1579292160027732,0.21,0.35000000000000003,0.46,0.56,0.73
2016-07-03,0.5030874060150375,0.11938658171680401,0.33,0.42,0.5,0.56,0.71
2016-07-11,0.4444628820960699,0.17061297487521052,0.18,0.31,0.44,0.5700000000000001,0.74
2016-07-19,0.5931393383240763,0.15825340809619584,0.3,0.5,0.62,0.72,0.79
2016-07-27,0.47991034836065577,0.16253677753895424,0.21,0.36,0.49,0.59,0.748499999999999
2016-08-04,0.5904535840188014,0.12664487631294247,0.3370000000000002,0.53,0.63,0.68,0.72
2016-08-12,0.6157630331753554,0.13784224363773323,0.36,0.5375000000000001,0.62,0.71,0.8200000000000001
2016-08-20,0.5245108831623718,0.17070734589525596,0.23000000000000004,0.42,0.53,0.65,0.79
2016-08-28,0.6154161781946074,0.11160692020935674,0.41999999999999993,0.5700000000000001,0.61,0.66,0.84
2016-09-05,0.5270349684312773,0.14154810556335098,0.24,0.44,0.54,0.62,0.73
2016-09-13,0.5207046583116576,0.1455447770541576,0.26,0.42,0.54,0.63,0.73
2016-09-21,0.6186987104337632,0.09924460036564602,0.46,0.54,0.63,0.6900000000000001,0.77
